,batch,epochs,lr,out_loss_per_epoch,out_accuracy_val_set
10,5000,100,0.1,"[16.27565, 15.053212, 15.037334, 15.041472, 15.042158, 15.039397, 15.043551, 15.035988, 15.038721, 15.037336, 15.048369, 15.052959, 15.042604, 15.029738, 15.048844, 15.033889, 15.049055, 15.042169, 15.044223, 15.036668, 15.03942, 15.045652, 15.040794, 15.040792, 15.031124, 15.040093, 15.03528, 15.064447, 15.029752, 15.029785, 15.039395, 15.042853, 15.0400915, 15.04906, 15.031135, 15.033186, 15.044228, 15.032513, 15.070649, 15.036663, 15.031824, 15.046289, 15.034565, 15.033184, 15.042889, 15.029051, 15.034582, 15.047689, 15.031119, 15.044238, 15.034584, 15.048361, 15.044943, 15.04698, 15.045604, 15.046322, 15.035946, 15.035254, 15.045602, 15.040791, 15.041479, 15.040083, 15.034598, 15.034567, 15.057798, 15.031164, 15.036649, 15.038021, 15.034595, 15.051151, 15.048834, 15.050884, 15.04493, 15.05388, 15.040773, 15.029771, 15.031119, 15.042167, 15.037341, 15.035962, 15.040086, 15.043546, 15.042169, 15.044249, 15.040799, 15.037343, 15.040791, 15.040096, 15.037336, 15.042182, 15.040096, 15.0612545, 15.038709, 15.049053, 15.055053, 15.055044, 15.031824, 15.044678, 15.029078, 15.031812]",0.0004
11,5000,100,0.2,"[16.893087, 15.033911, 15.043328, 15.031824, 15.031121, 15.029074, 15.030436, 15.036657, 15.043343, 15.032534, 15.035729, 15.027701, 15.024936, 15.031836, 15.033189, 15.034582, 15.035287, 15.028367, 15.036665, 15.030444, 15.026294, 15.035971, 15.029074, 15.041273, 15.033876, 15.031156, 15.030673, 15.029756, 15.034567, 15.028394, 15.02771, 15.025628, 15.035259, 15.029756, 15.02424, 15.025654, 15.031841, 15.033243, 15.029061, 15.029766, 15.029072, 15.037345, 15.037326, 15.035291, 15.027733, 15.035952, 15.028404, 15.028413, 15.029089, 15.018047, 15.029756, 15.038016, 15.021516, 15.031119, 15.038014, 15.023767, 15.030427, 15.025679, 15.031857, 15.046079, 15.029065, 15.036635, 15.030503, 15.029773, 15.029785, 15.035964, 15.031121, 15.027035, 15.0311575, 15.031166, 15.035981, 15.031827, 15.022871, 15.031138, 15.033222, 15.028381, 15.03667, 15.027002, 15.026289, 15.020331, 15.027016, 15.02493, 15.039191, 15.029756, 15.030458, 15.038764, 15.014649, 15.032494, 15.030493, 15.040128, 15.028375, 15.031873, 15.024243, 15.032532, 15.022895, 15.032523, 15.028362, 15.035254, 15.033702, 15.026327]",0.00045714285714285713
12,1000,100,0.001,"[16.308004, 16.806458, 21.08281, 22.260368, 22.224316, 23.184586, 22.789347, 21.555515, 21.880503, 20.55701, 20.522495, 22.438576, 18.869976, 17.705872, 15.248257, 14.196024, 14.095567, 13.97614, 13.927995, 13.294355, 12.793769, 12.599919, 13.438522, 13.412257, 13.967315, 15.195382, 14.57393, 13.225639, 13.585766, 12.769107, 12.141748, 12.071835, 12.145764, 12.018575, 11.974983, 12.258274, 11.960004, 11.533931, 11.168112, 11.146706, 11.07736, 10.729074, 11.0231695, 10.960459, 11.007023, 7.5427885, 6.8970065, 7.583111, 7.5954556, 6.907683, 7.1277742, 7.227607, 7.255577, 6.914615, 6.524003, 6.1270914, 5.866658, 7.0256805, 6.9730077, 7.1934175, 7.141408, 7.191479, 5.836195, 6.6423087, 6.83284, 6.7962394, 6.652549, 6.0255914, 5.1987643, 6.4829054, 6.726812, 6.951275, 7.633597, 7.746439, 8.378482, 8.403166, 8.116883, 8.059621, 7.8747473, 7.4366775, 7.5848985, 8.469459, 8.561255, 8.4451685, 8.536597, 7.892133, 8.177488, 8.927431, 9.816535, 9.474871, 9.30241, 9.280956, 9.238568, 9.205785, 9.061139, 8.902084, 8.474539, 8.065985, 8.2069, 7.979279]",0.6681428571428571
13,1000,100,0.005,"[18.880873, 16.728712, 18.470476, 13.969332, 13.102515, 13.258972, 8.789519, 6.3169956, 5.861019, 9.764742, 10.930861, 10.082434, 7.9920697, 7.5753875, 4.572154, 5.101222, 5.373998, 6.7410755, 9.272032, 10.779401, 9.454124, 10.082639, 10.367927, 10.260141, 10.314209, 10.32376, 10.552119, 9.7624235, 8.268253, 8.8117, 6.658268, 4.865436, 4.9177785, 4.8686438, 4.616373, 4.49367, 4.9229755, 3.5099442, 2.03318, 2.3113992, 2.6932478, 2.9957895, 3.1996226, 3.2760208, 3.6409168, 3.6585917, 4.844906, 6.574497, 5.5210023, 4.739279, 4.6495733, 4.787971, 6.0636683, 6.287145, 5.0861716, 5.1099486, 4.7597966, 4.992614, 5.0327044, 5.7814136, 7.676915, 8.051614, 7.822237, 6.3740735, 6.368359, 6.3433766, 7.081247, 7.5445905, 7.723877, 7.4639053, 7.83667, 7.886189, 8.940584, 8.76308, 7.9279804, 9.652293, 11.282923, 8.750671, 9.341219, 24.502829, 33.589878, 24.557426, 13.894716, 8.586594, 8.089557, 7.782216, 7.994693, 8.478027, 8.539799, 7.976758, 7.787222, 7.302801, 7.5988717, 7.594735, 7.1757436, 6.885388, 7.594616, 7.2948422, 7.3076725, 7.992093]",0.7522571428571428
14,1000,100,0.01,"[15.561052, 14.677132, 14.666116, 14.779602, 15.032857, 14.860111, 14.807742, 14.794463, 14.918447, 15.19106, 16.895649, 16.08001, 15.358693, 14.759489, 14.120964, 13.806784, 13.478999, 12.917645, 13.191094, 13.621219, 13.683762, 13.773406, 14.347452, 14.311097, 14.37905, 14.41586, 14.559226, 17.306276, 14.511675, 14.49458, 14.514476, 14.493102, 14.541523, 14.50601, 14.523244, 14.171543, 14.17242, 14.230061, 14.164639, 14.225261, 14.239814, 14.472676, 14.573166, 14.554033, 14.862436, 15.145584, 16.034298, 18.309334, 14.6989, 14.369347, 14.233156, 14.175149, 13.804952, 13.876792, 13.820454, 14.153393, 14.423883, 14.628921, 15.607543, 15.481785, 15.253913, 15.217476, 14.336116, 13.9914465, 13.432001, 13.619348, 13.553413, 13.495496, 13.544213, 13.607573, 13.81748, 12.920349, 13.365874, 13.417183, 14.113549, 14.707403, 14.536337, 14.523549, 16.654278, 12.798633, 10.330609, 11.104711, 11.105137, 11.527452, 11.328355, 9.862623, 11.197723, 11.35432, 11.007132, 10.245782, 9.786463, 9.29896, 8.847179, 7.832576, 6.756261, 6.7281895, 6.6905017, 6.975039, 7.0422516, 6.974818]",0.5627428571428571
15,1000,100,0.05,"[15.935782, 16.036663, 15.090372, 15.092506, 15.104433, 15.088755, 15.110353, 15.082583, 15.122873, 15.093861, 15.025051, 15.019334, 15.025652, 15.027822, 15.022987, 15.011608, 15.013646, 15.013708, 15.022932, 15.0172615, 15.01871, 15.024321, 15.008717, 15.017918, 15.015075, 15.019947, 15.016901, 15.003921, 15.022773, 15.017187, 15.005942, 15.004484, 15.0144615, 15.017256, 15.022212, 15.010916, 15.00874, 15.022225, 15.012307, 15.025741, 15.016557, 15.0108595, 15.001641, 14.983906, 14.98529, 14.986736, 14.98317, 14.979672, 14.984577, 14.981757, 14.982488, 14.987426, 14.979651, 14.983895, 14.983895, 14.977488, 14.983901, 14.976089, 14.98245, 14.98674, 14.981082, 14.97606, 14.97894, 14.981057, 14.978229, 14.986718, 14.976791, 14.97538, 14.980358, 14.982513, 14.981759, 14.986711, 14.98174, 14.976089, 14.988148, 14.980341, 14.973262, 14.981006, 14.980329, 14.984564, 14.983203, 14.980322, 14.977505, 14.982439, 14.980306, 14.982456, 14.976779, 14.978947, 14.984611, 14.983893, 14.981095, 14.984569, 14.983911, 14.98601, 14.981016, 14.977505, 14.983871, 14.987398, 14.981743, 14.978287]",0.0002
16,1000,100,0.1,"[15.164011, 15.007154, 15.001579, 14.995905, 15.005122, 15.005832, 14.990228, 15.001575, 15.006541, 14.993067, 15.005122, 14.995903, 14.994504, 14.999453, 14.9951935, 15.002336, 15.000868, 15.002286, 15.005832, 15.0107, 15.002966, 15.000866, 14.996612, 14.99661, 14.99945, 14.995903, 14.997323, 14.99945, 14.993067, 15.005122, 15.001529, 15.004433, 15.000873, 15.005783, 14.986681, 14.9951935, 15.006552, 14.997319, 15.0044155, 14.994483, 14.9994135, 15.005836, 15.000159, 14.995903, 15.003704, 14.9888115, 14.994436, 15.007978, 14.99945, 15.000155, 15.005129, 14.99661, 14.993789, 14.9951935, 14.9951935, 14.995207, 15.004418, 14.996612, 14.99302, 15.001575, 15.007252, 15.0044155, 14.992357, 15.007959, 15.003704, 15.002286, 14.997319, 15.002994, 15.000866, 14.988101, 15.010088, 14.99661, 15.000157, 15.000111, 15.005122, 15.000866, 14.997368, 15.005122, 14.995901, 14.998739, 14.991599, 14.996612, 15.002286, 14.994532, 14.995901, 14.990228, 14.995901, 15.004365, 14.99803, 14.997319, 15.003752, 14.9951935, 15.004412, 14.998739, 15.003704, 14.99661, 14.995901, 35.069054, 76.17186, 76.09924]",0.8703714285714286
17,1000,100,0.2,"[15.095867, 14.980299, 14.976753, 14.975337, 14.975382, 14.974627, 14.975335, 14.9732065, 14.979589, 14.976753, 14.976753, 14.973915, 14.976753, 14.975333, 14.976753, 14.9732065, 14.976753, 14.978879, 14.977463, 14.978171, 14.978881, 14.979589, 14.973917, 14.978879, 14.980299, 14.973917, 14.980299, 14.972497, 14.982429, 14.981717, 14.983798, 14.982427, 14.983137, 14.978928, 14.973917, 14.978881, 14.975335, 14.976753, 14.97959, 14.979589, 14.978881, 14.979589, 14.975333, 14.9732065, 14.976791, 14.977461, 14.978182, 14.974627, 14.981008, 14.977463, 14.980299, 14.97959, 14.973915, 14.984555, 14.983135, 14.981009, 14.974625, 14.981717, 14.980299, 14.974625, 14.972497, 14.976753, 14.978171, 14.981009, 14.979589, 14.976753, 14.9732065, 14.974625, 14.975335, 14.978883, 14.978879, 14.978169, 14.979543, 14.981009, 14.979589, 14.976043, 14.978171, 14.982427, 14.975333, 14.976043, 14.974625, 14.977463, 14.978171, 14.976043, 14.981009, 14.975333, 14.976043, 14.976753, 14.984507, 14.977463, 14.976043, 14.976043, 14.978879, 14.973917, 14.978881, 14.975333, 14.982426, 14.980299, 14.976043, 14.975333]",0.0002
18,500,100,0.001,"[20.323353, 22.187998, 23.616266, 24.35852, 25.70236, 26.315107, 26.84329, 26.142832, 26.551182, 27.486704, 28.105291, 27.94587, 27.8408, 27.349625, 27.684753, 27.695908, 27.839462, 28.061579, 28.281017, 27.817053, 27.768597, 27.779213, 27.659378, 27.699043, 27.237434, 27.36119, 27.421934, 27.543188, 27.383303, 27.417225, 27.292982, 27.848177, 27.284466, 26.943113, 26.1138, 26.534561, 26.252043, 26.305182, 26.03002, 25.724863, 25.765566, 26.409616, 26.545864, 26.984848, 27.341019, 26.618044, 26.542645, 26.77504, 27.3637, 27.266842, 27.096294, 27.665466, 27.894188, 27.524925, 27.79824, 27.986475, 27.891418, 28.046717, 27.77528, 28.319218, 28.309904, 28.275766, 27.930397, 28.025808, 28.088324, 28.248955, 28.181152, 28.161966, 28.264647, 27.514517, 27.171232, 27.165625, 27.507671, 27.57128, 27.652073, 27.16075, 27.414738, 27.41519, 27.94924, 28.03378, 27.683514, 27.773573, 28.032688, 27.773764, 27.899038, 28.102928, 28.28803, 28.205713, 28.308296, 28.144278, 28.21221, 27.842197, 27.912176, 27.880962, 27.81909, 27.560184, 27.494722, 27.473497, 27.63329, 27.833918]",0.5642857142857143
19,500,100,0.005,"[16.109842, 14.939182, 14.855014, 14.797888, 14.789849, 14.720401, 14.715054, 14.766777, 14.766912, 14.836058, 14.869538, 14.8566675, 14.849743, 14.836897, 14.830509, 14.8242445, 14.814759, 14.802564, 14.800312, 14.79904, 14.800175, 14.796067, 14.80035, 14.795172, 14.800599, 14.798731, 14.794123, 14.793615, 14.79789, 14.796545, 14.799251, 14.800599, 14.797831, 14.797879, 14.796461, 14.795045, 14.793629, 14.798564, 14.799978, 14.80001, 14.79574, 14.797866, 14.797137, 14.797173, 14.795072, 14.795051, 14.795033, 14.803874, 14.848085, 15.005297, 15.130633, 15.067592, 14.955182, 14.902538, 14.826326, 14.796427, 14.795028, 14.795765, 14.795082, 14.810699, 14.909366, 15.022831, 15.197961, 14.811697, 14.797177, 14.793609, 14.796528, 14.794715, 14.797873, 14.794366, 14.80075, 14.803223, 14.800754, 14.797163, 14.793645, 14.802176, 14.964538, 15.003627, 16.35764, 16.938335, 15.503969, 14.999503, 14.884351, 14.73483, 14.592558, 14.568639, 14.826573, 15.228602, 15.946809, 15.553064, 15.329019, 15.016539, 14.763953, 14.688802, 14.707186, 14.725235, 14.723064, 14.723068, 14.720213, 14.748839]",0.004228571428571429
20,500,100,0.01,"[15.454112, 14.855775, 15.477486, 14.796353, 20.588486, 17.47307, 15.534353, 15.207545, 15.210483, 15.216516, 15.129473, 15.11734, 15.148295, 15.048847, 15.028511, 15.041191, 15.061815, 15.042969, 15.021057, 15.0401745, 15.053402, 15.03311, 15.063334, 15.254692, 16.219282, 17.650303, 16.794384, 20.054928, 17.596363, 17.355087, 16.677244, 16.213284, 16.272198, 16.201675, 15.9943905, 15.470238, 15.472924, 15.542331, 15.562007, 15.5559225, 15.6207285, 15.642969, 16.019205, 16.355865, 16.578247, 19.643465, 20.599443, 22.719769, 23.240982, 21.371363, 20.330496, 20.463331, 20.41204, 20.47444, 20.521303, 20.744738, 17.338364, 16.267258, 14.237442, 14.698308, 15.478773, 15.280965, 15.339778, 14.446957, 14.446099, 14.608532, 14.618464, 14.344608, 13.570506, 13.589095, 13.565808, 13.321659, 13.217405, 13.589069, 11.091703, 11.005935, 12.486231, 10.197741, 10.320575, 10.482293, 10.405781, 10.459893, 10.143511, 9.480189, 9.443892, 10.972409, 11.020611, 11.0094185, 11.033526, 11.535179, 11.832504, 10.797047, 8.842475, 8.624644, 8.612263, 7.46149, 6.5217834, 6.5327697, 6.4931364, 6.460246]",0.5918857142857142
21,500,100,0.05,"[16.317646, 16.21736, 15.299078, 14.966446, 14.930266, 14.9317, 14.948868, 14.947947, 14.92909, 14.936534, 14.928016, 14.932165, 14.925202, 14.9343605, 14.9316845, 14.923179, 14.933677, 14.930924, 14.938296, 14.932706, 14.942512, 14.92747, 14.953709, 14.950187, 14.936166, 14.934141, 14.947422, 14.94039, 14.932034, 14.928393, 14.935665, 14.93856, 14.931154, 14.939978, 14.939243, 14.951292, 14.940584, 14.94778, 14.950965, 14.959608, 14.950654, 14.952343, 14.954081, 14.949511, 14.955718, 14.955674, 14.961518, 14.957209, 14.94671, 14.95512, 14.948711, 14.961449, 19.078684, 19.309084, 19.17575, 17.219393, 17.52397, 23.423508, 39.640812, 39.593807, 39.127842, 39.18464, 39.022617, 39.222965, 39.163105, 39.187286, 39.20931, 39.094368, 39.103466, 39.147686, 39.13064, 39.206295, 39.024532, 39.15112, 39.04631, 39.004025, 39.15808, 39.058475, 39.00971, 39.307796, 39.105255, 30.113192, 15.393197, 15.340074, 15.358944, 15.372557, 15.376108, 15.383, 15.390264, 15.379205, 15.363636, 15.369005, 15.413587, 15.404705, 15.356623, 15.3709755, 15.369849, 15.367082, 15.334179, 15.388564]",0.0136
